Class,Method Name,Arg/Ret/Var,Variable Name,Inferred Type,Original Type,Exact (E) / Up to Parameter (P) / Got Type (T) / None (N),Solution Source,Source Code
TZInfo::Format2::CountryDefiner,initialize,Arg,description_deduper,[ dedupe: ({ TZInfo::Format2::CountryDefiner#timezone arg: description }) -> { { TZInfo::Format2::CountryDefiner# var: @description_deduper }#dedupe call_ret: ret } ],StringDeduper,TS,Constraints,"def initialize(shared_timezones, identifier_deduper, description_deduper)
        @shared_timezones = shared_timezones
        @identifier_deduper = identifier_deduper
        @description_deduper = description_deduper
        @timezones = []
      end"
TZInfo::Format2::CountryDefiner,initialize,Ret,"",self,self,E,,"def initialize(shared_timezones, identifier_deduper, description_deduper)
        @shared_timezones = shared_timezones
        @identifier_deduper = identifier_deduper
        @description_deduper = description_deduper
        @timezones = []
      end"
TZInfo::Format2::TimezoneDefiner,initialize,Arg,string_deduper,[ dedupe: ({ TZInfo::Format2::TimezoneDefiner#offset arg: abbreviation }) -> { { TZInfo::Format2::TimezoneDefiner# var: @string_deduper }#dedupe call_ret: ret } ],StringDeduper,TS,Constraints,"def initialize(string_deduper)
        @string_deduper = string_deduper
        @offsets = {}
        @transitions = []
      end"
TZInfo::Format2::TimezoneDefiner,initialize,Ret,"",self,self,E,,"def initialize(string_deduper)
        @string_deduper = string_deduper
        @offsets = {}
        @transitions = []
      end"
TZInfo::Format2::TimezoneDefiner,first_offset,Ret,"","(TZInfo::TimezoneOffset or [{ TZInfo::Format2::TimezoneDefiner#initialize hash_param_key: hash_param_key_#<Parser::Source::Map::Collection:0x00007fc7018b2890> }, { TZInfo::Format2::TimezoneDefiner#initialize hash_param_val: hash_param_val_#<Parser::Source::Map::Collection:0x00007fc7018b2890> }])",TimezoneOffset,T,Constraints,"def first_offset
        first = @offsets.first
        first && first.last
      end"
TZInfo::Format2::TimezoneDefiner,offset,Arg,id,TZInfo::TimezoneOffset,Symbol,T,Constraints,"def offset(id, base_utc_offset, std_offset, abbreviation)
        raise ArgumentError, 'An offset has already been defined with the given id' if @offsets.has_key?(id)

        # Dedupe non-frozen literals from format 1 on all Ruby versions and
        # format 2 on Ruby < 2.3 (without frozen_string_literal support).
        abbreviation = @string_deduper.dedupe(abbreviation)

        offset = TimezoneOffset.new(base_utc_offset, std_offset, abbreviation)
        @offsets[id] = offset
        @previous_offset ||= offset
      end"
TZInfo::Format2::TimezoneDefiner,offset,Arg,base_utc_offset,Number,Number,E,Constraints,"def offset(id, base_utc_offset, std_offset, abbreviation)
        raise ArgumentError, 'An offset has already been defined with the given id' if @offsets.has_key?(id)

        # Dedupe non-frozen literals from format 1 on all Ruby versions and
        # format 2 on Ruby < 2.3 (without frozen_string_literal support).
        abbreviation = @string_deduper.dedupe(abbreviation)

        offset = TimezoneOffset.new(base_utc_offset, std_offset, abbreviation)
        @offsets[id] = offset
        @previous_offset ||= offset
      end"
TZInfo::Format2::TimezoneDefiner,offset,Arg,std_offset,Number,Number,E,Constraints,"def offset(id, base_utc_offset, std_offset, abbreviation)
        raise ArgumentError, 'An offset has already been defined with the given id' if @offsets.has_key?(id)

        # Dedupe non-frozen literals from format 1 on all Ruby versions and
        # format 2 on Ruby < 2.3 (without frozen_string_literal support).
        abbreviation = @string_deduper.dedupe(abbreviation)

        offset = TimezoneOffset.new(base_utc_offset, std_offset, abbreviation)
        @offsets[id] = offset
        @previous_offset ||= offset
      end"
TZInfo::Format2::TimezoneDefiner,offset,Arg,abbreviation,String,String,E,Twin,"def offset(id, base_utc_offset, std_offset, abbreviation)
        raise ArgumentError, 'An offset has already been defined with the given id' if @offsets.has_key?(id)

        # Dedupe non-frozen literals from format 1 on all Ruby versions and
        # format 2 on Ruby < 2.3 (without frozen_string_literal support).
        abbreviation = @string_deduper.dedupe(abbreviation)

        offset = TimezoneOffset.new(base_utc_offset, std_offset, abbreviation)
        @offsets[id] = offset
        @previous_offset ||= offset
      end"
TZInfo::Format2::TimezoneDefiner,transition,Arg,offset_id,TZInfo::TimezoneOffset,Symbol,T,Constraints,"def transition(offset_id, timestamp_value)
        offset = @offsets[offset_id]
        raise ArgumentError, 'offset_id has not been defined' unless offset
        raise ArgumentError, 'timestamp is not greater than the timestamp of the previously defined transition' if !@transitions.empty? && @transitions.last.timestamp_value >= timestamp_value
        @transitions << TimezoneTransition.new(offset, @previous_offset, timestamp_value)
        @previous_offset = offset
      end"
TZInfo::Format2::TimezoneDefiner,transition,Arg,timestamp_value,Number,Number,E,Constraints,"def transition(offset_id, timestamp_value)
        offset = @offsets[offset_id]
        raise ArgumentError, 'offset_id has not been defined' unless offset
        raise ArgumentError, 'timestamp is not greater than the timestamp of the previously defined transition' if !@transitions.empty? && @transitions.last.timestamp_value >= timestamp_value
        @transitions << TimezoneTransition.new(offset, @previous_offset, timestamp_value)
        @previous_offset = offset
      end"
TZInfo::Format2::CountryIndexDefiner,initialize,Arg,identifier_deduper,[ dedupe: ({ TZInfo::Format2::CountryDefiner#timezone arg: identifier_or_reference }) -> { { TZInfo::Format2::CountryDefiner# var: @identifier_deduper }#dedupe call_ret: ret } ],StringDeduper,TS,Constraints,"def initialize(identifier_deduper, description_deduper)
        @identifier_deduper = identifier_deduper
        @description_deduper = description_deduper
        @shared_timezones = {}
        @countries = {}
      end"
TZInfo::Format2::CountryIndexDefiner,initialize,Arg,description_deduper,[ dedupe: ({ TZInfo::Format2::CountryDefiner#timezone arg: description }) -> { { TZInfo::Format2::CountryDefiner# var: @description_deduper }#dedupe call_ret: ret } ],StringDeduper,TS,Constraints,"def initialize(identifier_deduper, description_deduper)
        @identifier_deduper = identifier_deduper
        @description_deduper = description_deduper
        @shared_timezones = {}
        @countries = {}
      end"
TZInfo::Format2::CountryIndexDefiner,initialize,Ret,"",self,self,E,,"def initialize(identifier_deduper, description_deduper)
        @identifier_deduper = identifier_deduper
        @description_deduper = description_deduper
        @shared_timezones = {}
        @countries = {}
      end"
TZInfo::Format2::CountryIndexDefiner,timezone,Arg,reference,TZInfo::TimezoneOffset,Symbol,T,Constraints,"def timezone(reference, identifier, latitude_numerator, latitude_denominator,
                    longitude_numerator, longitude_denominator, description = nil)
        # Dedupe non-frozen literals from format 1 on all Ruby versions and
        # format 2 on Ruby < 2.3 (without frozen_string_literal support).
        @shared_timezones[reference] = CountryTimezone.new(@identifier_deduper.dedupe(identifier),
          Rational(latitude_numerator, latitude_denominator),
          Rational(longitude_numerator, longitude_denominator), description && @description_deduper.dedupe(description))
      end"
TZInfo::Format2::CountryIndexDefiner,timezone,Arg,identifier,TZInfo::TimezoneOffset,String,T,Twin,"def timezone(reference, identifier, latitude_numerator, latitude_denominator,
                    longitude_numerator, longitude_denominator, description = nil)
        # Dedupe non-frozen literals from format 1 on all Ruby versions and
        # format 2 on Ruby < 2.3 (without frozen_string_literal support).
        @shared_timezones[reference] = CountryTimezone.new(@identifier_deduper.dedupe(identifier),
          Rational(latitude_numerator, latitude_denominator),
          Rational(longitude_numerator, longitude_denominator), description && @description_deduper.dedupe(description))
      end"
TZInfo::Format2::CountryIndexDefiner,timezone,Arg,latitude_numerator,Number,Number,E,Constraints,"def timezone(reference, identifier, latitude_numerator, latitude_denominator,
                    longitude_numerator, longitude_denominator, description = nil)
        # Dedupe non-frozen literals from format 1 on all Ruby versions and
        # format 2 on Ruby < 2.3 (without frozen_string_literal support).
        @shared_timezones[reference] = CountryTimezone.new(@identifier_deduper.dedupe(identifier),
          Rational(latitude_numerator, latitude_denominator),
          Rational(longitude_numerator, longitude_denominator), description && @description_deduper.dedupe(description))
      end"
TZInfo::Format2::CountryIndexDefiner,timezone,Arg,latitude_denominator,Number,Number,E,Constraints,"def timezone(reference, identifier, latitude_numerator, latitude_denominator,
                    longitude_numerator, longitude_denominator, description = nil)
        # Dedupe non-frozen literals from format 1 on all Ruby versions and
        # format 2 on Ruby < 2.3 (without frozen_string_literal support).
        @shared_timezones[reference] = CountryTimezone.new(@identifier_deduper.dedupe(identifier),
          Rational(latitude_numerator, latitude_denominator),
          Rational(longitude_numerator, longitude_denominator), description && @description_deduper.dedupe(description))
      end"
TZInfo::Format2::CountryIndexDefiner,timezone,Arg,longitude_numerator,Number,Number,E,Constraints,"def timezone(reference, identifier, latitude_numerator, latitude_denominator,
                    longitude_numerator, longitude_denominator, description = nil)
        # Dedupe non-frozen literals from format 1 on all Ruby versions and
        # format 2 on Ruby < 2.3 (without frozen_string_literal support).
        @shared_timezones[reference] = CountryTimezone.new(@identifier_deduper.dedupe(identifier),
          Rational(latitude_numerator, latitude_denominator),
          Rational(longitude_numerator, longitude_denominator), description && @description_deduper.dedupe(description))
      end"
TZInfo::Format2::CountryIndexDefiner,timezone,Arg,longitude_denominator,Number,Number,E,Constraints,"def timezone(reference, identifier, latitude_numerator, latitude_denominator,
                    longitude_numerator, longitude_denominator, description = nil)
        # Dedupe non-frozen literals from format 1 on all Ruby versions and
        # format 2 on Ruby < 2.3 (without frozen_string_literal support).
        @shared_timezones[reference] = CountryTimezone.new(@identifier_deduper.dedupe(identifier),
          Rational(latitude_numerator, latitude_denominator),
          Rational(longitude_numerator, longitude_denominator), description && @description_deduper.dedupe(description))
      end"
TZInfo::Format2::CountryIndexDefiner,timezone,Arg,description,?TZInfo::TimezoneOffset,String,T,Constraints,"def timezone(reference, identifier, latitude_numerator, latitude_denominator,
                    longitude_numerator, longitude_denominator, description = nil)
        # Dedupe non-frozen literals from format 1 on all Ruby versions and
        # format 2 on Ruby < 2.3 (without frozen_string_literal support).
        @shared_timezones[reference] = CountryTimezone.new(@identifier_deduper.dedupe(identifier),
          Rational(latitude_numerator, latitude_denominator),
          Rational(longitude_numerator, longitude_denominator), description && @description_deduper.dedupe(description))
      end"
TZInfo::Format2::CountryIndexDefiner,country,Arg,code,"Hash<Hash<{ TZInfo::Format2::CountryIndexDefiner#initialize hash_param_key: hash_param_key_#<Parser::Source::Map::Collection:0x00007fc6f9d550d0> }, TZInfo::DataSources::CountryInfo>, TZInfo::DataSources::CountryInfo>",String,T,Constraints,"def country(code, name)
        timezones = if block_given?
          definer = CountryDefiner.new(@shared_timezones, @identifier_deduper, @description_deduper)
          yield definer
          definer.timezones
        else
          []
        end
        @countries[code.freeze] = DataSources::CountryInfo.new(code, name, timezones)
      end"
